name;deviceVersion;applicationName;sysOid;dfield;description;virtualDeviceName;preDefined;defaultIconId;categoryId;link;seriesId;id;defaultTopoIconId
Cabletron ELS100-16TX;N/A;QuidviewLM;1.3.6.1.4.1.97.5.8;;Vertical Horizon (formerly SmartStack) ELS100-16TX Workgroup Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/884', '@rel': 'self', '@op': 'GET'};624;884;1105
Cabletron ELS10-27TX;N/A;QuidviewLM;1.3.6.1.4.1.97.5.9;;Vertical Horizon (formerly SmartStack) ELS10-27TX Full Duplex Ethernet Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/885', '@rel': 'self', '@op': 'GET'};624;885;1105
Blue Coat Systems Generic;N/A;QuidviewRM;1.3.6.1.4.1.3417.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Blue Coat Systems subtree;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/886', '@rel': 'self', '@op': 'GET'};613;886;1104
BlueCoat NetCache C1105;N/A;QuidviewLM;1.3.6.1.4.1.789.2.2;;Blue Cost Systems NetCache C1105 (formerly NetApp);CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/887', '@rel': 'self', '@op': 'GET'};612;887;1113
BlueCoat SG1000;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.1;;Blue Coat Systems SG1000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/888', '@rel': 'self', '@op': 'GET'};614;888;1104
BlueCoat SG100;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.2;;Blue Coat Systems SG100 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/889', '@rel': 'self', '@op': 'GET'};614;889;1104
BlueCoat SG500;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.3;;Blue Coat Systems SG500 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/890', '@rel': 'self', '@op': 'GET'};614;890;1104
BlueCoat SG2000;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.4;;Blue Coat Systems SG2000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/891', '@rel': 'self', '@op': 'GET'};614;891;1104
BlueCoat SG5000;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.5;;Blue Coat Systems SG5000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/892', '@rel': 'self', '@op': 'GET'};614;892;1104
BlueCoat SG500A;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.6;;Blue Coat Systems SG500A Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/893', '@rel': 'self', '@op': 'GET'};614;893;1104
BlueCoat SG3000;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.7;;Blue Coat Systems SG3000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/894', '@rel': 'self', '@op': 'GET'};614;894;1104
BlueCoat SG5x5;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.8;;Blue Coat Systems SG5x5 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/895', '@rel': 'self', '@op': 'GET'};614;895;1104
BlueCoat SG110;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.9;;Blue Coat Systems SG110 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/896', '@rel': 'self', '@op': 'GET'};614;896;1104
BlueCoat SG600;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.10;;Blue Coat Systems SG600 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/897', '@rel': 'self', '@op': 'GET'};614;897;1104
BlueCoat SGCA-6000;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.11;;Blue Coat Systems SGCA-6000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/898', '@rel': 'self', '@op': 'GET'};614;898;1104
BlueCoat SG610;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.12;;Blue Coat Systems SG610 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/899', '@rel': 'self', '@op': 'GET'};614;899;1104
BlueCoat SG600;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.13;;Blue Coat Systems SG600 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/900', '@rel': 'self', '@op': 'GET'};614;900;1104
BlueCoat SG3000s;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.14;;Blue Coat Systems SG3000s Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/901', '@rel': 'self', '@op': 'GET'};614;901;1104
BlueCoat SG5000s;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.15;;Blue Coat Systems SG5000s Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/902', '@rel': 'self', '@op': 'GET'};614;902;1104
BlueCoat SG700;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.16;;Blue Coat Systems SG700 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/903', '@rel': 'self', '@op': 'GET'};614;903;1104
BlueCoat SG710;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.17;;Blue Coat Systems SG710 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/904', '@rel': 'self', '@op': 'GET'};614;904;1104
BlueCoat SG7000;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.18;;Blue Coat Systems SG7000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/905', '@rel': 'self', '@op': 'GET'};614;905;1104
BlueCoat SG611;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.19;;Blue Coat Systems SG611 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/906', '@rel': 'self', '@op': 'GET'};614;906;1104
BlueCoat SG800;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.20;;Blue Coat Systems SG800 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/907', '@rel': 'self', '@op': 'GET'};614;907;1104
BlueCoat SG400;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.22;;Blue Coat Systems SG400 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/908', '@rel': 'self', '@op': 'GET'};614;908;1104
BlueCoat SG8000;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.23;;Blue Coat Systems SG8000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/909', '@rel': 'self', '@op': 'GET'};614;909;1104
BlueCoat SG200;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.24;;Blue Coat Systems SG200 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/910', '@rel': 'self', '@op': 'GET'};614;910;1104
BlueCoat SG810;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.25;;Blue Coat Systems SG810 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/911', '@rel': 'self', '@op': 'GET'};614;911;1104
BlueCoat SG210;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.26;;Blue Coat Systems SG210 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/912', '@rel': 'self', '@op': 'GET'};614;912;1104
BlueCoat SG510;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.27;;Blue Coat Systems SG510 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/913', '@rel': 'self', '@op': 'GET'};614;913;1104
BlueCoat SG8100;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.1.28;;Blue Coat Systems SG8100 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/914', '@rel': 'self', '@op': 'GET'};614;914;1104
BlueCoat SGME710;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.2.1;;Blue Coat Systems SGME 710 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/915', '@rel': 'self', '@op': 'GET'};614;915;1104
BlueCoat SGME800;N/A;QuidviewRM;1.3.6.1.4.1.3417.1.2.2;;Blue Coat Systems SGME 800 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/916', '@rel': 'self', '@op': 'GET'};614;916;1104
Canon Generic;N/A;QuidviewLM;1.3.6.1.4.1.1602.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Canon subtree;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/917', '@rel': 'self', '@op': 'GET'};626;917;1113
canon D1;N/A;QuidviewLM;1.3.6.1.4.1.1602.4.7;;Canon Network Multi-PDL Printer Board D1;CThirdPartySnmpDevice;true;7;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/918', '@rel': 'self', '@op': 'GET'};627;918;1110
Carrier Access Generic;N/A;QuidviewRM;1.3.6.1.4.1.964.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Carrier Access subtree;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/919', '@rel': 'self', '@op': 'GET'};628;919;1104
Carrier Adit;N/A;QuidviewRM;1.3.6.1.4.1.964.3.4.1.25;;Carrier Access Adit-Family Router Card;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/920', '@rel': 'self', '@op': 'GET'};629;920;1104
Cascade Communications Generic;N/A;QuidviewRM;1.3.6.1.4.1.277.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Cascade Communications subtree;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/921', '@rel': 'self', '@op': 'GET'};630;921;1104
Cascade BSTDX9000;N/A;QuidviewRM;1.3.6.1.4.1.277.1;;Ascend Communications BSTDX9000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/922', '@rel': 'self', '@op': 'GET'};630;922;1104
Case Communications Generic;N/A;QuidviewRM;1.3.6.1.4.1.144.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Case Communications subtree;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/923', '@rel': 'self', '@op': 'GET'};631;923;1104
Case Router;N/A;QuidviewRM;1.3.6.1.4.1.144.9.23;;Case Communications ROUTERmate;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/924', '@rel': 'self', '@op': 'GET'};631;924;1104
Case Router;N/A;QuidviewRM;1.3.6.1.4.1.144.9.24;;Case Communications ROUTERmate;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/925', '@rel': 'self', '@op': 'GET'};631;925;1104
Castelle Communications Generic;N/A;QuidviewLM;1.3.6.1.4.1.726.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Castelle Communications subtree;CThirdPartySnmpDevice;true;7;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/926', '@rel': 'self', '@op': 'GET'};632;926;1110
Castelle LANPress;N/A;QuidviewLM;1.3.6.1.4.1.726.3.1;;Castelle LANPress (Model Unknown);CThirdPartySnmpDevice;true;7;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/927', '@rel': 'self', '@op': 'GET'};633;927;1110
Castelle LANPress;N/A;QuidviewLM;1.3.6.1.4.1.726.3.1.1.1;;Castelle LANPress (Model Unknown);CThirdPartySnmpDevice;true;7;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/928', '@rel': 'self', '@op': 'GET'};633;928;1110
CAYMAN Generic;N/A;QuidviewRM;1.3.6.1.4.1.7.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a CAYMAN subtree;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/929', '@rel': 'self', '@op': 'GET'};634;929;1104
CAYMAN Gator;N/A;QuidviewRM;1.3.6.1.4.1.7.2.1;;CAYMAN Gator Ethernet/AppleTalk bridge;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/930', '@rel': 'self', '@op': 'GET'};634;930;1104
CAYMAN Gator;N/A;QuidviewRM;1.3.6.1.4.1.7.3;;CAYMAN Gator;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/931', '@rel': 'self', '@op': 'GET'};634;931;1104
China Merchants Bank Generic;N/A;QuidviewLM;1.3.6.1.4.1.168.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a China Merchants Bank subtree;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/932', '@rel': 'self', '@op': 'GET'};635;932;1113
China Generic;N/A;QuidviewLM;1.3.6.1.4.1.168.1;;China Merchants Bank XLNT Generic;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/933', '@rel': 'self', '@op': 'GET'};636;933;1105
China QuickEther8;N/A;QuidviewLM;1.3.6.1.4.1.168.2.1.1;;China Merchants Bank XLNT QuickEther-8 Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/934', '@rel': 'self', '@op': 'GET'};636;934;1105
China QuickEther16;N/A;QuidviewLM;1.3.6.1.4.1.168.2.1.2;;China Merchants Bank XLNT QuickEther-16 Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/935', '@rel': 'self', '@op': 'GET'};636;935;1105
China QuickFDDI;N/A;QuidviewLM;1.3.6.1.4.1.168.2.2.1;;China Merchants Bank XLNT QuickFDDI+ Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/936', '@rel': 'self', '@op': 'GET'};636;936;1105
China QuickFDDI8;N/A;QuidviewLM;1.3.6.1.4.1.168.2.2.2;;China Merchants Bank XLNT Quick FDDI+8 Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/937', '@rel': 'self', '@op': 'GET'};636;937;1105
CMC Generic;N/A;QuidviewLM;1.3.6.1.4.1.44.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a CMC subtree;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/938', '@rel': 'self', '@op': 'GET'};826;938;1108
CMC SNMP;N/A;QuidviewLM;1.3.6.1.4.1.44.1.1.1.5.1.1;;CMC SNMP Agent;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/939', '@rel': 'self', '@op': 'GET'};827;939;1108
Compaq Generic;N/A;QuidviewLM;1.3.6.1.4.1.232.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Compaq subtree;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/940', '@rel': 'self', '@op': 'GET'};828;940;1113
Compaq SW5422;N/A;QuidviewLM;1.3.6.1.4.1.232.111.1.1;;Compaq OEM of Extreme SW5422 Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/941', '@rel': 'self', '@op': 'GET'};828;941;1105
Compaq SW5450;N/A;QuidviewLM;1.3.6.1.4.1.232.111.1.5;;Compaq OEM of Extreme SW5450 Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/942', '@rel': 'self', '@op': 'GET'};828;942;1105
Compaq 3XDCE02;N/A;QuidviewLM;1.3.6.1.4.1.232.134.2.20.2.20;;Compaq DEC 3X-DCE02-MA Fast Ethernet Module, MS 700EX 10/100 24P-RJ45 Rev 05.06.04 10/27/03 -- 13:35 ofc;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/943', '@rel': 'self', '@op': 'GET'};828;943;1105
Compatible Systems Generic;N/A;QuidviewRM;1.3.6.1.4.1.255.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Compatible Systems subtree;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/944', '@rel': 'self', '@op': 'GET'};829;944;1104
Compatible 1200i;N/A;QuidviewRM;1.3.6.1.4.1.255.1.1;;Compatible Systems MicroRouter 1200i;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/945', '@rel': 'self', '@op': 'GET'};829;945;1104
Compuprint Generic;N/A;QuidviewLM;1.3.6.1.4.1.6345.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Compuprint subtree;CThirdPartySnmpDevice;true;7;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/946', '@rel': 'self', '@op': 'GET'};830;946;1110
Comtrend Generic;N/A;QuidviewLM;1.3.6.1.4.1.3136.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Comtrend subtree;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/947', '@rel': 'self', '@op': 'GET'};831;947;1113
Contec Generic;N/A;QuidviewLM;1.3.6.1.4.1.672.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Contec subtree;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/948', '@rel': 'self', '@op': 'GET'};832;948;1113
Contec FLEXLAN;N/A;QuidviewLM;1.3.6.1.4.1.672.18.1.6;;Contec FLEXLAN (Model Unknown) Wireless Access Point;CThirdPartySnmpDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/949', '@rel': 'self', '@op': 'GET'};833;949;1112
Contec FLEXLAN;N/A;QuidviewLM;1.3.6.1.4.1.672.21.1.1;;Contec FLEXLAN (Model Unknown) Wireless Access Point;CThirdPartySnmpDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/950', '@rel': 'self', '@op': 'GET'};833;950;1112
Copper Mountain Generic;N/A;QuidviewRM;1.3.6.1.4.1.1996.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Copper Mountain subtree;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/951', '@rel': 'self', '@op': 'GET'};834;951;1104
Copper Edge150;N/A;QuidviewRM;1.3.6.1.4.1.1996.1.2;;Copper Mountain CopperEdge 150 DSL Concentrator;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/952', '@rel': 'self', '@op': 'GET'};834;952;1104
Copper Edge200;N/A;QuidviewRM;1.3.6.1.4.1.1996.1.3;;Copper Mountain CopperEdge 200 DSL Concentrator;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/953', '@rel': 'self', '@op': 'GET'};834;953;1104
Corecess Generic;N/A;QuidviewLM;1.3.6.1.4.1.2971.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Corecess subtree;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/954', '@rel': 'self', '@op': 'GET'};835;954;1105
Corecess Medialincs;N/A;QuidviewLM;1.3.6.1.4.1.2971.7;;Corecess Medialincs Fast Ethernet Workgroup Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/955', '@rel': 'self', '@op': 'GET'};836;955;1105
Crossbeam Generic;N/A;QuidviewLM;1.3.6.1.4.1.6848.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Crossbeam subtree;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/956', '@rel': 'self', '@op': 'GET'};839;956;1113
Crossbeam X40;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1;;Crossbeam X40 Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/957', '@rel': 'self', '@op': 'GET'};841;957;1105
Crossbeam X40Chassis;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.1;;Crossbeam X40 Switch Chassis;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/958', '@rel': 'self', '@op': 'GET'};841;958;1105
Crossbeam X40Modules;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2;;Crossbeam X40 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/959', '@rel': 'self', '@op': 'GET'};841;959;1105
Crossbeam CPModules;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.1;;Crossbeam X40 CP Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/960', '@rel': 'self', '@op': 'GET'};841;960;1105
Crossbeam CPM4100;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.1.1;;Crossbeam X40 CP 4100 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/961', '@rel': 'self', '@op': 'GET'};841;961;1105
Crossbeam CPM8100;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.1.2;;Crossbeam X40 CP 8100 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/962', '@rel': 'self', '@op': 'GET'};841;962;1105
Crossbeam APModules;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.2;;Crossbeam X40 AP Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/963', '@rel': 'self', '@op': 'GET'};841;963;1105
Crossbeam APM4100;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.2.1;;Crossbeam X40 AP 4100 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/964', '@rel': 'self', '@op': 'GET'};841;964;1105
Crossbeam APM4200;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.2.2;;Crossbeam X40 AP 4200 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/965', '@rel': 'self', '@op': 'GET'};841;965;1105
Crossbeam APM4250;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.2.3;;Crossbeam X40 AP 4250 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/966', '@rel': 'self', '@op': 'GET'};841;966;1105
Crossbeam APM8200;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.2.4;;Crossbeam X40 AP 8200 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/967', '@rel': 'self', '@op': 'GET'};841;967;1105
Crossbeam NPModules;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.3;;Crossbeam X40 NP Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/968', '@rel': 'self', '@op': 'GET'};841;968;1105
Crossbeam NPM4100;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.3.1;;Crossbeam X40 NP 4100 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/969', '@rel': 'self', '@op': 'GET'};841;969;1105
Crossbeam NPM4110;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.3.2;;Crossbeam X40 NP 4110 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/970', '@rel': 'self', '@op': 'GET'};841;970;1105
Crossbeam NPM8200;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.3.3;;Crossbeam X40 NP 8200 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/971', '@rel': 'self', '@op': 'GET'};841;971;1105
Crossbeam NPM8210;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.1.2.3.4;;Crossbeam X40 NP 8210 Switch Modules;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/972', '@rel': 'self', '@op': 'GET'};841;972;1105
Crossbeam XSeries;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.2;;Crossbeam X Series Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/973', '@rel': 'self', '@op': 'GET'};841;973;1105
Crossbeam XChassis;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.2.1;;Crossbeam X Series Switch Chassis;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/974', '@rel': 'self', '@op': 'GET'};841;974;1105
Crossbeam X45Chassis;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.2.1.1;;Crossbeam X45 Switch Chassis;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/975', '@rel': 'self', '@op': 'GET'};841;975;1105
Crossbeam X80Chassis;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.2.1.2;;Crossbeam X80 Switch Chassis;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/976', '@rel': 'self', '@op': 'GET'};841;976;1105
Crossbeam CSeries;N/A;QuidviewLM;1.3.6.1.4.1.6848.1.3;;Crossbeam C Series Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/977', '@rel': 'self', '@op': 'GET'};840;977;1105
